tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
393672,209250,True,Mon Oct 09 16:36:33 +0000 2017,@115888 has me all the way fucked up because I CANT PLAY HALF MY MUSIC.,393671,393673.0
393673,209250,True,Mon Oct 09 16:35:58 +0000 2017,So many companies whom service me has me fucked up.. I should make a thread.,393672,
393674,SpotifyCares,False,Mon Oct 09 17:23:16 +0000 2017,"@209251 Hey Lindsae, that's odd! Can you try updating your zip code here: https://t.co/cnaaFIwigZ? Let us know how it goes /KL",393675,393676.0
393675,209251,True,Mon Oct 09 22:45:39 +0000 2017,"@SpotifyCares Zip code is correct, weird!",,393674.0
393676,209251,True,Mon Oct 09 16:24:15 +0000 2017,"How does one change their location on @115888? My app thinks I’m in Ohio, which I’m sure is a nice place.. but I’m in Arizona.","393674,393677",
393678,SpotifyCares,False,Mon Oct 09 17:16:11 +0000 2017,@209252 Hey Katy! Your Daily Mixes should improve as they get to know you. Keep adding your fav tracks to Your Library/playlists 🙂 /MX,,393679.0
393679,209252,True,Mon Oct 09 16:27:19 +0000 2017,@115888 I LOVE my daily mixes but why aren’t @130008 in any of them? I listen to them ALL the time and they’ve never been on it... https://t.co/eCyc6AB4Ss,393678,
409782,SpotifyCares,False,Mon Oct 09 23:18:56 +0000 2017,@209251 Got it. Can you send us a screenshot of what you're seeing? We'll be right here waiting /KL,409783,409784.0
409783,209251,True,Thu Oct 19 02:21:38 +0000 2017,"@SpotifyCares it finally showed up again, here ya go. https://t.co/nEBC58Mvns",409785,409782.0
409785,SpotifyCares,False,Thu Oct 19 03:47:27 +0000 2017,@209251 Hmm. Could you DM us your account's email address or username? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,409786,409783.0
409786,209251,True,Thu Oct 19 15:30:37 +0000 2017,"@SpotifyCares sent, thanks digging!",,409785.0
409784,209251,True,Mon Oct 09 22:46:35 +0000 2017,@212721 @115888 Yeah the zip on my account is Phoenix so it's definitely strange!,409782,393677.0
393677,212721,True,Mon Oct 09 16:28:52 +0000 2017,"@209251 @115888 If you sign in on the web, you should be able to edit your profile. There's a zip code field that you'll need to change",409784,393676.0
524353,SpotifyCares,False,Sat Dec 02 05:18:32 +0000 2017,@241230 No worries! Let us know if you ever need us again. We'd be... https://t.co/LgAM6kPKN3 /AN,,524354.0
524354,241230,True,Sat Dec 02 00:57:11 +0000 2017,@241230 @SpotifyCares Fixed by reducing text size in iPhone settings. Thanks anyway.,524353,524355.0
524355,241230,True,Fri Dec 01 23:41:10 +0000 2017,"@SpotifyCares The playlist display is messed up. Is this the app or the iPhone (7, latest iOS)? https://t.co/k0hZ5dejDI",524354,
524356,SpotifyCares,False,Sat Dec 02 05:16:31 +0000 2017,@226805 Anytime! Let us know if you ever need us again. We'd be... https://t.co/LgAM6kPKN3 /AN,,524357.0
524357,226805,True,Fri Dec 01 23:40:42 +0000 2017,I take it back. @SpotifyCares helped me out. Turns out the student discount has to be renewed every 12 months. It just so happened that I subscribed to Hulu when my student subscription expired. Subscribing to Hulu will not add onto your student discount! Thank you! @115888 https://t.co/DyFu00nM5O,524356,
524358,SpotifyCares,False,Sat Dec 02 05:13:51 +0000 2017,@241231 Hey Lougi! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZR1cbT,,524359.0
524359,241231,True,Fri Dec 01 23:39:31 +0000 2017,"Hey @SpotifyCares my student account reverted to a regular premium account. I reauthorized as a student, now I can't access Hulu. Help.",524358,
524360,SpotifyCares,False,Sat Dec 02 05:05:21 +0000 2017,"@241232 Hey, great question! There are no requirements, but artists can start by choosing a distributor/aggregator that can get their music on Spotify. There's more info here: https://t.co/1k4BVkvGEX. Hope this explains it /GS",524361,524362.0
524361,241232,True,Sat Dec 02 05:07:02 +0000 2017,@SpotifyCares @23777 I would love to see some of your songs on there,,524360.0
524362,241232,True,Fri Dec 01 23:35:23 +0000 2017,@115888 what are the requirements before an artist can be put on your app? There’s a guy I onow@who makes music on YouTube but he isn’t on the app.,524360,
655570,SpotifyCares,False,Thu Oct 05 12:35:54 +0000 2017,"@275954 Hey Ella! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /RS",,655571.0
655571,275954,True,Thu Oct 05 12:27:56 +0000 2017,@118266 min kalo mau langganan tp gapunya kartu kredit gimana caranya ya? kebetulan saya pake indosat,655570,
655576,SpotifyCares,False,Thu Oct 05 12:23:25 +0000 2017,@275957 Hey Adriaan! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /RS,,655577.0
655577,275957,True,Thu Oct 05 11:55:49 +0000 2017,"@115888 Just GREAT!! Even instrumental songs can be EXPLICIT, wow... 🙈😂😎 https://t.co/Dy25XsDWFS",655576,
786451,SpotifyCares,False,Sat Oct 07 23:24:41 +0000 2017,"@307613 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AP",,786452.0
786452,307613,True,Sat Oct 07 23:15:38 +0000 2017,all these triple j’s but no arctic monkeys... @115888 @SpotifyCares https://t.co/3awmqrybuZ,786451,
786457,SpotifyCares,False,Sat Oct 07 23:16:55 +0000 2017,@307615 Hey! We're looking into this at the moment. Thanks for reporting /JS,786458,786459.0
786458,307615,True,Sat Oct 07 23:18:40 +0000 2017,@SpotifyCares Awesome. It's been going on for a couple days. Here's the application version I'm running. https://t.co/UDRaqCUenk,786460,786457.0
786460,SpotifyCares,False,Sat Oct 07 23:28:06 +0000 2017,@307615 We appreciate you sending that over. Rest assured our best tech folks are on the case as we speak. Hopefully we'll have a fix soon! /JS,,786458.0
786459,307615,True,Sat Oct 07 23:03:16 +0000 2017,"@115888 - App is crashing on a Pixel XL when attempting 2 share. Running Android 8.0.0. I've cleared cache, app storage, and reinstalled.",786457,
786627,SpotifyCares,False,Thu Oct 12 09:38:22 +0000 2017,@307652 Can you send us a screenshot of what you're seeing on your end? We'll take a look /MA,786628,786629.0
786628,307652,True,Thu Oct 12 09:47:11 +0000 2017,"@SpotifyCares I hope that this is what you meant, if so here you go! https://t.co/ngiotHAtRM",786630,786627.0
786630,SpotifyCares,False,Thu Oct 12 09:52:13 +0000 2017,"@307652 Yup, that's it! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt",,786628.0
786629,307652,True,Thu Oct 12 09:31:43 +0000 2017,"@SpotifyCares I already tried, and deleted spotify and install it again and still the same issue. And it's only on my computer not on the mobile device.",786627,786631.0
786631,SpotifyCares,False,Thu Oct 12 09:24:44 +0000 2017,@307652 Thanks. Does restarting your computer help? Are you experiencing the same issue when you're using a different device? /MA,786629,786632.0
786632,307652,True,Thu Oct 12 09:18:13 +0000 2017,"@SpotifyCares I'm using windows desktop spotify, version: 1.0.65.320.gac7a8e02. And I have spotify family premium",786631,786633.0
786633,SpotifyCares,False,Thu Oct 12 06:57:02 +0000 2017,"@307652 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /MA",786632,786634.0
786634,307652,True,Thu Oct 12 06:54:32 +0000 2017,"@117153 I still have some issues with Spotify, I can't listen to some people anymore like Katy Perry and Jason Derulo.",786633,
786635,SpotifyCares,False,Thu Oct 12 09:32:29 +0000 2017,@307653 Thanks! Could you also send us a DM? We'll carry on chatting there /JO https://t.co/ldFdZRiNAt,,786636.0
786636,307653,True,Thu Oct 12 09:23:25 +0000 2017,@SpotifyCares my username is onesimpledot,786635,786637.0
786637,SpotifyCares,False,Thu Oct 12 08:54:40 +0000 2017,"@307653 Hi Daniel, could you send over your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt",786636,786638.0
786638,307653,True,Thu Oct 12 08:48:02 +0000 2017,Ehhm. @4984 https://t.co/Ag5epT7odu,786637,
786846,SpotifyCares,False,Thu Oct 12 09:57:37 +0000 2017,@232224 1. Hey! You can check this link https://t.co/38J7tFlIBF for more info on why this could've happened and what steps to do next.,,786847.0
786847,232224,True,Thu Oct 12 09:48:45 +0000 2017,Any ideas why all my @115888 downloads have cleared themselves?,"786846,786848",
786849,SpotifyCares,False,Thu Oct 12 09:52:18 +0000 2017,@307707 Hey Ray! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt,,786850.0
786850,307707,True,Thu Oct 12 09:35:44 +0000 2017,So apparently when you're abroad for more than 2 weeks @115888 shits the bed and doesn't let you listen to music😒,786849,
788755,SpotifyCares,False,Thu Oct 12 11:05:15 +0000 2017,"@232224 2. If you need us again, just give us a shout. We're... https://t.co/zOXI69QSqg /KM",,788756.0
788756,232224,True,Thu Oct 12 09:59:48 +0000 2017,"@SpotifyCares None of those are applicable. Sorted it now anyway, just curious to why it happened in the first place","788755,788757",786848.0
786848,SpotifyCares,False,Thu Oct 12 09:57:51 +0000 2017,@232224 2. Just click on “Downloads unexpectedly removed”. Hope this helps /KM,788756,786847.0
788757,SpotifyCares,False,Thu Oct 12 11:05:02 +0000 2017,"@232224 1. The reasons for desyncing are varied depending on the device you're using, but we're glad everything's working again.",,788756.0
918047,SpotifyCares,False,Tue Oct 10 18:21:47 +0000 2017,@337946 Anytime! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /MX,,918048.0
918048,337946,True,Tue Oct 10 17:57:12 +0000 2017,@SpotifyCares Aweshine!,918047,918049.0
918049,SpotifyCares,False,Tue Oct 10 11:12:34 +0000 2017,"@337946 Hey Kristian, thanks for the feedback! Don't worry, we'll let the right team know it's something you'd like to do in the future 🙂 /JN",918048,918050.0
918050,337946,True,Tue Oct 10 10:30:02 +0000 2017,"Hey @115888, pls make it easy to play a new album. If I choose a new album, I want it to play now. Spotify via Sonis is sooo much better",918049,
1048605,SpotifyCares,False,Fri Oct 13 00:42:13 +0000 2017,@367817 2:  They'll work with our team to make sure your artist page gets fixed up /NS,1048606,1048607.0
1048606,367817,True,Fri Oct 13 00:42:59 +0000 2017,"@SpotifyCares No worries, thank you very much!",1048608,1048605.0
1048608,SpotifyCares,False,Fri Oct 13 00:47:55 +0000 2017,@367817 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /NS,,1048606.0
1048607,367817,True,Fri Oct 13 00:16:52 +0000 2017,"@SpotifyCares hi, my song has just recently gone live, but is under someone else’s profile (with the same name) any chance of my own profile","1048605,1048609",
1048609,SpotifyCares,False,Fri Oct 13 00:42:05 +0000 2017,"@367817 1: Hey Danny, sorry about that! We’d recommend reaching out to your distributor/aggregator.",,1048607.0
1048619,SpotifyCares,False,Fri Oct 13 00:31:29 +0000 2017,@367820 Hey there! Can you let us know your account's email address and username? We'll take a look backstage for you /JX,1048620,1048621.0
1048620,367820,True,Fri Oct 13 00:39:09 +0000 2017,"@SpotifyCares Email: __email__ 

Username: sbstnvlnvia",1048622,1048619.0
1048622,SpotifyCares,False,Fri Oct 13 00:49:36 +0000 2017,@367820 We're having trouble finding an account with that information. Could you DM us any other email addresses that could've been used? /JX https://t.co/ldFdZRiNAt,1048623,1048620.0
1048623,367820,True,Fri Oct 13 04:04:23 +0000 2017,@SpotifyCares I sent a dm,1048624,1048622.0
1048624,SpotifyCares,False,Fri Oct 13 04:13:46 +0000 2017,@367820 We've replied to your DM - let's carry on chatting there. We'd also suggest deleting your previous tweets as they contain private info /RI,,1048623.0
1048621,367820,True,Fri Oct 13 00:01:37 +0000 2017,"@SpotifyCares I have two pending payments of 4.99 on my visa prepaid card, chose the wrong option twice, need refund to get to pay 9.99",1048619,
1048857,SpotifyCares,False,Mon Oct 23 07:27:54 +0000 2017,"@213028 Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",,1048858.0
1048858,213028,True,Mon Oct 23 05:01:37 +0000 2017,"Hey @SpotifyCares @115888 @351 ""70's love groove"" needs to be streamable",1048857,
1048993,SpotifyCares,False,Sat Oct 14 20:35:23 +0000 2017,"@367915 Hey Blair! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /TB",,1048994.0
1048994,367915,True,Sat Oct 14 15:50:43 +0000 2017,"If  @115888  would contact me before I cancel their account, that'd be great.",1048993,
1048995,SpotifyCares,False,Sat Oct 14 20:32:25 +0000 2017,@367916 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /SU https://t.co/ldFdZRiNAt,,1048996.0
1048996,367916,True,Sat Oct 14 15:49:13 +0000 2017,my name couldn't be confirmed for spotify student but i still got charged. when do i get my money back? @SpotifyCares,1048995,
1049055,SpotifyCares,False,Fri Oct 13 00:56:13 +0000 2017,@367939 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /MT,,1049056.0
1049056,367939,True,Fri Oct 13 00:20:06 +0000 2017,@SpotifyCares page for band 'GTO' combines 2 groups - plz split pre-1998 (which matches the description) from the post-2000 rock group :),1049055,
1179881,SpotifyCares,False,Tue Oct 24 21:57:35 +0000 2017,"@397481 Hey there, we'd love to help! Can you let us know where you're currently located? /JP",1179882,1179883.0
1179882,397481,True,Wed Oct 25 15:41:32 +0000 2017,"@SpotifyCares Hi, I am in the Faroe Islands",1179884,1179881.0
1179884,SpotifyCares,False,Wed Oct 25 15:47:31 +0000 2017,@397481 Thanks! We've just replied to your DM. Let's continue chatting there /JP,,1179882.0
1179883,397481,True,Tue Oct 24 21:41:32 +0000 2017,@SpotifyCares. Why can't I sign up for an account. Have tried 1000 times today and the site is loading... and loading ... and loading...,1179881,
1179885,SpotifyCares,False,Tue Oct 24 21:57:33 +0000 2017,@397482 Hi there! Could you send us your account's email address via DM? We'll take a look under the hood /LP https://t.co/ldFdZRiNAt,,1179886.0
1179886,397482,True,Tue Oct 24 21:38:34 +0000 2017,@SpotifyCares I can’t find my username and I need help please need to change setting on my account,1179885,
1179887,SpotifyCares,False,Tue Oct 24 21:54:20 +0000 2017,@397483 Hey there! Can you give us more info about what's happening? We'll see what we can suggest /KL,,1179888.0
1179888,397483,True,Tue Oct 24 21:32:25 +0000 2017,Argh @116130 @SpotifyCares keeps crashing 😭😭 send help!,1179887,
1179890,SpotifyCares,False,Tue Oct 24 21:50:38 +0000 2017,"@397484 Are you getting any specific error messages? If so, can you send us a screenshot of it? That'll be really helpful /AG",,1179891.0
1179891,397484,True,Tue Oct 24 21:16:54 +0000 2017,@SpotifyCares No I've tried that as well as resetting the cache and uninstalling on both devices,1179890,1179892.0
1179892,397484,True,Mon Oct 23 06:04:59 +0000 2017,@SpotifyCares PC with Windows 7 with version 1.0.65.320 and a Samsung galaxy S7 with version 8.4.24.874 (both devices are up to date),"1179891,1179893",1179894.0
1179894,SpotifyCares,False,Fri Oct 20 22:29:55 +0000 2017,"@397484 Hey Andrew! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /LO",1179892,1179895.0
1179895,397484,True,Fri Oct 20 19:17:08 +0000 2017,@115888 more than half of my music will not play no matter what I do on any of my devices. I also have premium.. :/,1179894,
1179896,SpotifyCares,False,Tue Oct 24 21:50:11 +0000 2017,@145891 2: it to be added in the future at https://t.co/2l94QYiAaU. Let us know if we can help with anything else /AM,,1179897.0
1179897,145891,True,Tue Oct 24 21:16:42 +0000 2017,@SpotifyCares I won't be able to to get a uni days account as my course provider is not listed. Is there any other way to retain my discount?,"1179896,1179898",1179899.0
1179899,SpotifyCares,False,Tue Oct 24 20:58:40 +0000 2017,"@145891 Hey Amy, thanks for reaching out. We’d recommend using UNiDAYS through https://t.co/ZCWeItTUhj, as NUS isn’t available right now /TR",1179897,1179900.0
1179900,145891,True,Tue Oct 24 20:23:39 +0000 2017,@SpotifyCares I have a student discount on my account and I have a nus card how do I keep my membership?,1179899,
1179898,SpotifyCares,False,Tue Oct 24 21:50:00 +0000 2017,"@145891 1: We’re afraid that if your university/college isn’t listed, you won’t be eligible at this time. But, you can request...",,1179897.0
1442058,SpotifyCares,False,Thu Nov 02 12:42:56 +0000 2017,@454586 Hey Aaron! Let us know if there's anything we can help you with; we'll see what we can suggest 🙂 /L,,1442059.0
1442059,454586,True,Thu Nov 02 11:08:01 +0000 2017,@5634 @125633  https://t.co/4tECF3NOLi,1442058,1442060.0
1442060,454586,True,Thu Nov 02 10:43:31 +0000 2017,I feel I spend too much time/money making music just for @5634 @125633 to mess up artist mapping on release day. C'mon guys...,1442059,
1442061,SpotifyCares,False,Thu Nov 02 12:37:45 +0000 2017,@454587 Got it! Can you DM us your account's username or email address? We'll take a look under the hood /PL https://t.co/ldFdZRiNAt,,1442062.0
1442062,454587,True,Thu Nov 02 12:34:18 +0000 2017,"@SpotifyCares its happening over 4G and WiFi, noticeably worse on wifi..it also affects my laptop and tablet versions of spoitfy :(",1442061,1442063.0
1442063,SpotifyCares,False,Thu Nov 02 12:31:51 +0000 2017,"@454587 Hmm. Is this happening over 3G/4G, WiFi, or both? Can you check if this is also happening on a different device? /PL",1442062,1442064.0
1442064,454587,True,Thu Nov 02 12:22:17 +0000 2017,"@SpotifyCares No error message, just constant crashing and freezing, music keeps playing and stopping randomly, shuffle doesn't work and superslow loading",1442063,1442065.0
1442065,SpotifyCares,False,Thu Nov 02 12:11:56 +0000 2017,"@454587 Don't worry, we'll get to the bottom of this. Are you getting any error messages? If so, sending us a screenshot of it would be great /PL",1442064,1442066.0
1442066,454587,True,Thu Nov 02 10:54:23 +0000 2017,@SpotifyCares I've been having issues for the past six months and I keep hitting brick walls with help :(,1442065,1442067.0
1442067,SpotifyCares,False,Thu Nov 02 10:27:37 +0000 2017,"@454587 Hey! Sorry to hear that. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /RS","1442066,1442068",1442069.0
1442069,454587,True,Thu Nov 02 09:47:27 +0000 2017,@115888 yo my Spotify has crashed 3 time in 10mins and now I have to re download all my fkin songs! Why the hell do I give you £10a month!!,1442067,
1573299,SpotifyCares,False,Tue Oct 17 06:29:31 +0000 2017,@484947 Hey there! What's happening exactly when you're trying to play Bruno Mars tracks? We'll help out /AR,,1573300.0
1573300,484947,True,Tue Oct 17 06:25:23 +0000 2017,Hé @115888 I need my @131175 vitamins.. what's up?,1573299,
1573304,SpotifyCares,False,Tue Oct 17 06:28:58 +0000 2017,"@484949 Hey Jason, we can see how that’d be handy! Thanks for taking the time to reach out – your feedback's been noted 📝 /AY",,1573305.0
1573305,484949,True,Tue Oct 17 06:24:02 +0000 2017,Hey. @115888 I love my “Running Playlist” but I need a button to hit on the treadmill that lets me add those sweet new toons to a playlist for next run! Please?,1573304,
1573306,SpotifyCares,False,Tue Oct 17 06:18:47 +0000 2017,@484950 You're welcome. Tell us if you still encounter the same issue. We'll be right here waiting for any updates /GK,,1573307.0
1573307,484950,True,Tue Oct 17 06:16:00 +0000 2017,@SpotifyCares Okay. Thank you for your help.,1573306,1573308.0
1573308,SpotifyCares,False,Tue Oct 17 06:15:00 +0000 2017,@484950 Thanks for sending that screenshot over. Could you try doing a soft reset on your device? Let us know how it goes /GK,1573307,1573309.0
1573309,484950,True,Tue Oct 17 06:02:57 +0000 2017,"@SpotifyCares I’m on an iPhone 7 and I have the Spotify version 8.4.22 , I’ve tried updating it but it hasn’t worked at all. https://t.co/j0Jj37yWHP",1573308,1573310.0
1573310,SpotifyCares,False,Tue Oct 17 06:00:40 +0000 2017,"@484950 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK",1573309,1573311.0
1573311,484950,True,Tue Oct 17 05:47:04 +0000 2017,@115888 What’s wrong with your app?? ☹️☹️ https://t.co/XLrgQx8MiN,1573310,
1704250,SpotifyCares,False,Mon Nov 06 22:12:05 +0000 2017,"@516597 Hi, help's here! Can you send us a screenshot of what you're seeing on your end? We'll see what we can suggest /DV",1704251,1704252.0
1704251,516597,True,Mon Nov 06 22:16:51 +0000 2017,@SpotifyCares  https://t.co/cOqlIbMS3y,1704253,1704250.0
1704253,516597,True,Mon Nov 06 22:17:06 +0000 2017,@SpotifyCares  https://t.co/hcmBd1Eolx,1704254,1704251.0
1704254,516597,True,Mon Nov 06 22:17:16 +0000 2017,@SpotifyCares  https://t.co/A3pUA4Vbzi,1704255,1704253.0
1704255,516597,True,Mon Nov 06 22:18:52 +0000 2017,@SpotifyCares No album content though.,1704256,1704254.0
1704256,SpotifyCares,False,Mon Nov 06 22:29:21 +0000 2017,"@516597 It doesn't look like the album's available in your country. We hope to have it soon, but there's more info at https://t.co/0i8GpimuDa /DV",,1704255.0
